Title,Genres,Release Date,Release Country,Review Rating,Movie Run Time
Deer Crossing (2012), Crime| Drama| Horror| Thriller,2012/09/25,USA,3.2,110
Buddy Hutchins (2015), Horror| Thriller,2015/11/20,Germany,3.6,98
Primal Shift (2015), Horror| Mystery| Thriller,2016/03/24,Germany,4.2,95
6 Days Dark (2014), Horror,2015/11/20,USA,4.1,90
Union Furnace (2015), Horror| Thriller,2015/07/17,USA,6.6,89
Case#13 (2014), Horror,2014/10/17,USA,-1,86
The Devil Complex (2016), Horror| Thriller,2016/10/11,USA,4,79
Sivalinga (2017), Horror,2017/04/14,India,4.8,156
Haunting in Japan (2016), Comedy| Horror,2016/07/07,Singapore,5.4,95
Siembamba (2017), Horror,2017/01/01,South Africa,-1,-1
Cell Count (2012), Horror| Sci-Fi| Thriller,2015/12/16,USA,3.7,96
Vlad's legacy (2016), Horror,2016/07/11,Turkey,5.3,-1
The Rambler (2013), Comedy| Drama| Horror| Mystery,2013/01/21,USA,4.8,97
El-Cin (2013), Drama| Fantasy| Horror,2013/04/05,Turkey,5.7,106
They Will Outlive Us All (2013), Comedy| Horror| Sci-Fi,2013/10/05,USA,5.2,73
The Bride (2015), Horror| Thriller,2015/08/20,Taiwan,5.2,88
American Burger (2014), Comedy| Horror,2014/10/17,Sweden,4.4,78
Do You Believe? (2017), Fantasy| Horror,2017/09/09,USA,-1,-1
Doctor Spine (2015), Comedy| Horror,2015/09/13,USA,5.9,102
The Trace We Leave Behind (2017), Horror| Mystery| Thriller,2017/05/18,Brazil,6,90
Berlin: Part 1 (2016), Fantasy| Horror| Mystery| Sci-Fi| Thriller,2016/09/23,USA,7.5,74
The Dead 2: India (2013), Horror,2015/01/10,Japan,5.2,98
Prom Ride (2015), Horror| Thriller,2015/04/24,USA,3.4,86
The Z Effect (2016), Horror| Thriller,2017/09/13,UK,4,87
Of Silence (2014), Drama| Horror| Sci-Fi| Thriller,2014/01/14,USA,3.2,-1
Cult (2013), Horror,2014/03/13,Peru,5.3,84
Saint Dracula 3D (2012), Horror| Romance| Thriller,2012/11/23,USA,3,120
The Happy House (2013), Comedy| Horror,2013/05/03,USA,4.4,81
Two Faced (2017), Horror,2017/01/01,USA,-1,-1
Panzer Chocolate (2013), Horror| Mystery,2013/11/22,Spain,4.3,84
Skeleton Krew (2015), Horror,2015/09/10,Ireland,2.4,-1
Aaaah (2014), Adventure| Horror| Thriller,2014/11/28,India,5.7,138
The Unbidden (2016), Horror| Mystery| Thriller,2016/04/22,USA,3,84
Spo0K (2013), Horror,2015/01/01,Canada,4.5,103
Eaters (2015), Horror,2015/10/06,USA,2.7,-1
The Black Death (2015), Horror,2015/05/14,Thailand,5.2,84
Luciferous (2015), Drama| Horror| Thriller,2016/04/05,USA,4,90
Aksbandh (2016), Horror| Mystery| Thriller,2016/05/20,Pakistan,7.4,-1
Abduction (2017), Action| Comedy| Drama| Fantasy| Horror| Sci-Fi| Thriller,2017/06/28,USA,3.1,90
Darling (2015), Comedy| Horror,2015/01/15,India,6.1,126
Killer Party (2014), Comedy| Horror,2016/08/01,USA,6.9,80
Smokehouse (2017), Horror,2017/10/30,USA,-1,-1
After the Dawn (2012), Action| Drama| Horror| Sci-Fi| Thriller,2012/01/01,USA,3.6,89
Phantasmagoria (2014), Fantasy| Horror| Mystery| Thriller,2014/09/20,USA,4.2,80
Laundry Man (2016), Horror,2017/01/01,USA,4.2,111
Children of Sorrow (2012), Horror,2012/10/06,USA,4.3,88
The Slender Man (2013), Horror,2013/02/18,USA,3.8,78
Proof of the Devil (2014), Horror,2015/02/10,USA,3,75
Stop Over in Hell (2016), Crime| Horror| Thriller| Western,2016/10/09,Spain,6.3,92
Interstelar (2014), Comedy| Horror| Sci-Fi,2014/11/02,Russia,7,48
"Fear Town, USA (2014)", Comedy| Horror,2014/01/01,USA,5.5,92
American Beast (2014), Comedy| Horror| Mystery| Thriller,2014/10/01,USA,4.7,89
Zombie Dawn (2011), Horror| War,2012/04/20,USA,3.2,83
Are We Not Cats (2016), Comedy| Horror| Romance,2016/10/14,USA,6.8,78
UFO: It Is Here (2016), Horror| Sci-Fi,2016/10/28,Germany,3.4,83
The Noise (2015), Horror,2015/08/20,Malaysia,5.7,96
Dead Girls (2014), Horror| Thriller,2014/01/01,USA,3.5,91
Radio Silence (2012), Horror| Thriller,2012/10/05,USA,5.1,95
Zombie Isle (2014), Horror,2014/10/07,USA,2.7,-1
Apollyon (2017), Horror| Mystery| Thriller,2017/10/13,USA,6.5,-1
Infected (2013), Action| Horror| Sci-Fi,2015/06/09,USA,3.8,116
Nobody Gets Out Alive (2012), Horror| Thriller,2012/10/27,USA,3.2,77
Other Halves (2015), Comedy| Horror| Sci-Fi| Thriller,2016/01/01,USA,3.5,90
Girls (2016), Horror| Thriller,2016/10/28,India,3.2,132
Solid State (2012), Action| Horror| Sci-Fi,2013/02/02,Japan,2.4,90
Shake Rattle & Roll XV (2014), Horror,2014/12/25,Philippines,6.1,130
Haunted (2013), Horror,2013/10/21,USA,3.7,90
The Ouija Possession (2016), Horror,2016/12/13,USA,2.2,95
Dust Up (2012), Action| Adventure| Comedy| Horror| Thriller| Western,2012/09/28,USA,4.9,94
Messenger of Wrath (2017), Horror| Thriller,2017/09/08,USA,-1,-1
Little Big Boy (2012), Comedy| Horror,2012/08/21,USA,4.6,-1
The Curse of All Hallows' Eve (2017), Horror,2017/01/01,USA,-1,-1
Devil's Mile (2014), Action| Crime| Horror,2014/08/12,USA,3.7,88
Evil Never Dies (2014), Horror| Thriller,2014/01/13,UK,4.3,73
Jattu Engineer (2017), Comedy| Crime| Drama| Horror,2017/05/19,India,6.6,139
Feng Shui 2 (2014), Horror| Mystery| Thriller,2014/12/25,Philippines,4.8,100
The Pyramid (2013), Horror,2013/07/19,USA,5.8,90
Dead Within (2014), Drama| Horror| Thriller,2014/09/09,USA,3.9,91
Tiktik: The Aswang Chronicles (2012), Action| Comedy| Horror,2012/10/17,Philippines,5.5,102
The Devil Lives Here (2015), Fantasy| Horror| Thriller,2016/07/28,Brazil,5.4,80
Fangboner (2015), Comedy| Horror,2015/09/25,USA,5.7,90
Kalam (2016), Drama| Horror| Mystery| Thriller,2016/04/29,India,6.6,97
Another Yeti a Love Story: Life on the Streets (2017), Comedy| Horror,2017/02/14,USA,5.1,77
Blood Runs Cold (2011), Horror,2013/07/02,USA,4.1,80
Monster Pool: Chapter Two (2016), Horror,2016/10/23,Canada,7.1,97
Norway (2014), Comedy| Drama| Fantasy| Horror,2015/01/03,Greece,5.6,73
Braxton Butcher (2015), Horror| Mystery| Thriller,2017/07/03,UK,7,111
Bloodsucka Jones (2013), Comedy| Horror,2014/09/07,USA,5.3,107
Tales from the Campfire (2017), Horror,2017/10/18,Canada,9,80
Fridge (2012), Horror,2012/09/19,Philippines,4.3,90
Monsters Among Men (2017), Action| Horror| Thriller,2017/01/01,USA,-1,96
The Dead the Damned and the Darkness (2014), Action| Horror| Thriller,2014/10/07,USA,3,90
Sowkarpettai (2016), Horror| Thriller,2016/03/04,India,2.6,91
Conspiracy Theory (2016), Horror| Thriller,2016/01/29,USA,4.1,79
Net I Die (2017), Horror| Thriller,2017/08/17,Thailand,1.7,86
Compulsión (2017), Crime| Horror| Thriller,2017/09/29,Germany,8.2,71
The Quarantine Hauntings (2015), Horror| Thriller,2015/01/26,Australia,2.8,81
KILD TV (2016), Horror| Thriller,2016/03/01,USA,5.9,100
Orcs! (2011), Action| Comedy| Fantasy| Horror,2014/09/05,USA,3.6,78
Exorcist (2015), Horror| Thriller,2015/08/20,South Korea,5.8,105
Against the Night (2017), Horror| Mystery| Thriller,2017/09/15,USA,6.8,85
Fun Size Horror: Volume Two (2015), Horror| Thriller,2015/10/01,USA,5.9,74
The Encounter (2015), Horror| Sci-Fi,2015/06/02,USA,3.4,85
Ebola Zombies (2015), Horror,2015/03/23,USA,2.8,90
The Snow Queen (2013), Action| Adventure| Fantasy| Horror| Sci-Fi,2013/11/19,Germany,2.6,90
Female Werewolf (2015), Horror,2015/01/01,USA,2.6,65
Infliction (2014), Horror,2014/03/16,USA,6.9,100
She Was So Pretty (2016), Horror,2016/06/24,USA,4,-1
Ghostline (2015), Horror| Thriller,2015/10/06,USA,3.5,85
Gas Light (2016), Horror| Mystery| Thriller,2016/01/01,USA,8.6,80
The Amityville Legacy (2016), Horror,2016/06/07,USA,3.2,66
Sheitaan (2017), Horror,2017/10/13,India,-1,-1
Interstelar 2: Operation Terra 2040 (2016), Action| Comedy| Horror| Sci-Fi,2016/05/09,USA,1.6,49
Psychophonia (2016), Crime| Drama| Horror| Mystery| Sci-Fi| Thriller,2016/10/07,Spain,7.8,-1
The Sadist (2015), Action| Horror| Mystery| Thriller,2015/06/26,USA,4.6,76
After Dark (2013), Horror| Thriller,2015/02/03,USA,4.2,87
Ten (2014), Adventure| Horror| Mystery| Thriller,2014/01/01,USA,5.8,83
Ascent to Hell (2014), History| Horror| Thriller,2017/03/14,USA,5.1,90
How to Save Us (2014), Drama| Fantasy| Horror,2015/06/05,USA,6,78
Slasher House 2 (2016), Action| Horror| Thriller,2016/10/31,UK,5.6,95
Shock Value (2014), Comedy| Horror,2014/08/01,USA,5.6,91
Zombie 108 (2012), Horror| Sci-Fi,2012/09/29,Japan,3.4,-1
Head Cases: Serial Killers in the Delaware Valley (2013), Horror| Mystery,2013/09/28,USA,4.3,110
Axeman (2013), Horror,2013/02/14,USA,3.2,105
The Oatmeal Man (2014), Comedy| Horror| Sci-Fi| Thriller,2014/10/19,USA,4.5,81
Sumpahan kum kum (2012), Horror,2012/01/26,Malaysia,8.9,88
Five Nights at Freddy's: The Fan Film (2016), Animation| Drama| Horror,2016/09/13,USA,7,-1
Shockwave (2016), Horror| Mystery| Thriller,2016/01/01,USA,7.8,88
Last Breath (2010), Horror,2012/04/12,USA,3.9,-1
A Blood Story (2015), Horror,2015/06/09,USA,3.9,85
Valley of the Witch (2014), Horror,2015/01/13,USA,5,90
Encounter (2016), Horror,2016/04/05,USA,3.8,85
Blood Runs Thick (2017), Horror,2017/10/30,USA,-1,-1
Lizzie (2012), Horror| Thriller,2013/09/10,USA,2.5,86
Catalina (2016), Horror,2016/12/01,USA,3.3,45
When Black Birds Fly (2016), Animation| Horror| Mystery| Sci-Fi,2016/01/15,USA,6,105
Dracula: Reborn (2012), Horror,2012/10/01,USA,3.5,88
She Wolf Rising (2016), Horror,2016/01/01,USA,3.3,91
El Habitante (2017), Horror,2017/01/01,Mexico,-1,93
The Cemetery (2013), Horror,2013/01/12,USA,4,85
Forest of the Vampire (2016), Horror,2016/05/26,Romania,2.9,71
Caesar and Otto's Paranormal Halloween (2015), Comedy| Horror,2015/10/06,USA,5.6,89
Blood Sombrero (2016), Action| Comedy| Fantasy| Horror,2016/04/06,USA,4.3,86
Pinup Dolls on Ice (2013), Horror,2014/01/01,USA,3.9,-1
Kill or be Killed (2017), Drama| Horror| Thriller,2017/09/27,UK,-1,-1
B.C. Butcher (2016), Horror,2016/01/08,USA,3.4,51
Hell Fire (2015), Horror,2015/01/06,USA,3.6,93
The Hunted (2015), Action| Comedy| Horror| Thriller,2015/05/09,UK,6.8,90
4426 (2016), Horror,2016/10/18,Maldives,7.8,150
You Better Watch Out! (2013), Horror,2013/06/20,USA,8,95
Poltergeist Activity (2015), Horror,2015/07/25,USA,3.3,84
Z.A.N. (2017), Fantasy| Horror| Sci-Fi,2017/09/15,USA,5,95
"Asylum, the Lost Footage (2013)", Horror,2013/10/19,USA,4.8,70
Election Night (2017), Horror| Thriller,2017/10/13,USA,-1,74
Dead Men Tell No Tales (2016), Horror,2016/04/22,USA,8.4,-1
Rape Zombie: Lust of the Dead 3 (2013), Horror,2014/04/08,USA,4.1,68
Miruthan (2016), Action| Horror,2016/02/19,USA,6.2,106
Vamp Bikers Tres (2016), Horror,2016/12/13,USA,7.2,-1
The Conduit (2016), Horror| Thriller,2016/04/12,USA,3.5,101
Visceral: Entre las cuerdas de la locura (2012), Horror,2012/11/29,Chile,5.4,69
Morbid (2013), Horror,2013/09/08,USA,5.2,-1
The Ecstasy of Isabel Mann (2012), Horror,2016/04/19,USA,4.7,90
The Forbidden Girl (2013), Fantasy| Horror| Mystery,2013/02/07,Germany,3.5,106
Üç Harfliler 3: Karabüyü (2016), Horror,2016/07/01,Turkey,7.4,-1
Jack Lantern (2017), Horror,2017/10/21,USA,-1,-1
Gilgamesh (2014), Drama| Fantasy| Horror| Sci-Fi,2014/11/20,USA,5.4,103
The Dooms Chapel Horror (2016), Horror| Mystery| Thriller,2016/06/14,USA,3.6,94
Perfidy (2014), Drama| Fantasy| Horror,2014/10/02,Mexico,2.9,73
Angry Nazi Zombies (2012), Horror| War,2012/08/13,UK,2.3,-1
Nailbiter (2013), Horror,2013/05/28,USA,4.3,82
The Burning Dead (2015), Horror,2015/07/21,Germany,2.2,82
The Chrysalis (2012), Drama| Horror| Mystery| Romance| Thriller,2012/06/01,China,5.5,96
Rebound (2014), Horror| Mystery| Thriller,2014/06/23,USA,4.6,84
Aake (2017), Horror| Mystery| Thriller,2017/06/30,India,7.9,132
Eddie: The Sleepwalking Cannibal (2012), Comedy| Horror,2013/04/05,USA,5.7,90
The Device (2014), Horror| Sci-Fi| Thriller,2014/09/27,USA,3.1,90
Recovery (2017), Horror,2017/01/01,USA,-1,-1
Raiders of the Lost Shark (2015), Action| Horror| Sci-Fi,2015/05/19,USA,1.6,71
Amityville: No Escape (2016), Horror,2016/08/05,USA,4,78
Stab 6: Ghostface Returns (2012), Horror,2012/10/31,USA,7.5,105
Encounters (2014), Horror| Mystery| Sci-Fi,2014/10/30,Denmark,4.7,95
Colour from the Dark (2008), Horror,2012/03/09,Italy,4.7,92
The Mooring (2012), Horror| Thriller,2013/02/19,USA,4.4,90
Butter on the Latch (2013), Drama| Fantasy| Horror,2013/09/13,USA,5.4,72
Lucifer (2017), Horror,2017/01/07,Turkey,-1,-1
Horror Stories (2012), Horror,2012/07/25,South Korea,5.7,108
Dark Awakening (2014), Horror| Mystery| Thriller,2015/07/17,USA,4.4,95
The Evangelist (2017), Horror| Thriller,2017/05/09,USA,3.4,77
The Ghostmaker (2012), Horror| Sci-Fi| Thriller,2012/11/29,Germany,4.9,91
Séance (2006), Horror,2013/08/14,Philippines,4.7,88
Writers Retreat (2015), Drama| Horror| Thriller,2015/10/16,Spain,5.7,-1
Vamperifica (2012), Comedy| Horror,2012/10/18,USA,3.7,99
Perdidos (2014), Horror,2015/10/01,Mexico,4.2,93
Bloodshot (2014), Horror| Mystery| Romance,2014/12/26,UK,4,106
Secreto Matusita (2014), Horror,2014/09/18,Peru,5.2,77
Blood Woods (2017), Horror,2017/10/26,UK,-1,-1
México Bárbaro II (2017), Horror,2017/05/27,Brazil,5.5,-1
Maria Leonora Teresa (2014), Drama| Horror| Thriller,2014/09/17,Philippines,5.9,-1
Munafik (2016), Horror,2016/02/25,Malaysia,7.3,-1
Animus (2013), Horror| Thriller,2013/03/26,USA,2.9,83
Threshold (2017), Drama| Horror| Thriller,2017/01/01,USA,-1,98
Dark Hearts (2014), Horror| Thriller,2014/11/20,USA,7.9,180
The Secret Village (2013), Horror| Mystery| Thriller,2013/10/18,USA,2.4,89
Saansein: The Last Breath (2016), Horror| Romance,2016/11/25,India,3.9,101
Wolf House (2016), Horror,2016/01/01,USA,2.8,-1
House in the Alley (2012), Horror,2012/02/14,Vietnam,6.3,93
The Hospital 2 (2015), Horror,2015/09/26,USA,1.9,120
The Brides of Sodom (2013), Fantasy| Horror| Sci-Fi| Thriller,2013/01/29,USA,2.6,89
Speak No Evil (2013), Horror,2015/10/08,Brazil,3.7,74
Raised by Wolves (2014), Horror,2014/08/18,UK,3.8,76
Feed the Gods (2014), Adventure| Drama| Horror| Thriller,2014/11/25,USA,3.6,84
Ditch Day Massacre (2016), Horror| Thriller,2016/01/01,USA,3.3,77
Phantom of the Theatre (2016), Fantasy| Horror| Mystery| Thriller,2016/04/29,China,5.1,103
The Red House (2014), Drama| Horror| Thriller,2014/10/07,USA,3.7,88
Zombie Fight Club (2014), Action| Horror,2014/10/23,Hong Kong,4,95
Soul to Keep (2017), Horror| Thriller,2017/01/01,USA,-1,97
Worm (2013), Horror| Romance| Sci-Fi,2016/01/11,USA,6.2,93
Devoured (2012), Drama| Horror| Thriller,2014/09/02,USA,5.4,89
Daddy Issues (2012), Horror,2012/04/06,UK,-1,91
Cryptic Plasm (2015), Horror,2015/10/16,USA,5.9,-1
It's in the Blood (2012), Drama| Horror| Thriller,2012/01/28,USA,4.6,81
Kanchana 2 (2015), Comedy| Horror| Romance,2015/04/17,India,5.7,166
Haunted Maze (2017), Horror| Thriller,2017/01/01,USA,4.4,88
205: Room of Fear (2011), Drama| Horror,2013/04/04,Germany,5.2,104
Drowning (2017), Crime| Drama| Horror| Thriller,2017/03/15,USA,7.4,-1
The Revenant (2012), Horror,2013/02/05,USA,6.5,80
Empress of the Evil Dead (2012), Action| Fantasy| Horror| Musical| Thriller,2012/04/27,USA,4.9,89
The Death of April (2012), Horror| Mystery,2012/10/09,USA,4.9,90
Infernal (2015), Horror,2015/04/10,USA,3.2,99
Mansion of Blood (2015), Horror,2015/07/15,USA,4.8,98
Love in the Time of Monsters (2014), Comedy| Horror,2014/03/08,USA,5.5,97
Judas Ghost (2013), Fantasy| Horror,2013/11/10,USA,4.8,75
Torture Chamber (2013), Horror,2015/02/05,Netherlands,3.1,90
Realms (2017), Horror| Mystery,2017/01/01,Thailand,-1,-1
The Lorelei (2016), Drama| Horror| Mystery,2016/10/01,USA,5.1,105
Zombie (2017), Horror,2017/10/31,UK,-1,-1
Cementerio General (2013), Horror,2013/07/25,Peru,3.7,88
The Shades (2016), Horror| Thriller,2016/03/15,USA,7.3,-1
The Trick or Treaters (2016), Horror,2016/01/01,Canada,5.4,88
Alicia's Dream (2017), Drama| Horror| Mystery| Romance| Thriller,2017/09/22,Mexico,3.9,77
Love Bite (2012), Comedy| Horror,2012/11/09,UK,4.5,91
Dabbe: Zehr-i Cin (2014), Horror,2014/09/12,Turkey,6.4,133
Dora (2017), Horror,2017/03/03,India,5.5,139
Unknown Project (2013), Horror| Mystery| Sci-Fi| Thriller,2013/10/24,USA,6.7,80
Private Number (2014), Horror| Mystery| Thriller,2015/05/01,USA,4.7,95
Sadistic Eroticism (2012), Comedy| Drama| Horror| Thriller,2015/12/15,USA,7,-1
The Channel (2016), Drama| Horror| Thriller,2016/03/18,USA,3.5,93
Nenjam Marappathillai (2017), Horror,2017/06/30,India,-1,-1
Book of Fire (2015), Action| Horror,2015/11/22,USA,5.8,-1
Rape Zombie: Lust of the Dead (2012), Horror,2013/09/10,USA,3.9,73
The Healing (2012), Horror| Mystery| Thriller,2012/07/25,Philippines,6.4,107
Bath Salt Zombies (2013), Horror,2013/02/19,USA,3.1,70
Blessed Are the Children (2016), Drama| Horror| Thriller,2016/11/05,USA,7.7,-1
The Basement (2015), Horror,2015/10/16,USA,7.8,90
Firegate (2016), Adventure| Fantasy| Horror| Mystery| Thriller,2017/09/20,Indonesia,6.8,113
Riddle Room (2016), Horror,2016/02/16,USA,3.1,-1
Monsters in the Woods (2012), Horror,2012/02/11,USA,2.2,-1
Blood Widow (2014), Horror,2014/07/30,Philippines,2.9,84
MSG 2 the Messenger (2015), Comedy| Drama| Fantasy| Horror,2015/09/18,India,7.5,134
Siccîn (2014), Horror,2014/09/26,Turkey,6.4,96
The Family (2011), Horror| Thriller,2013/11/12,USA,5.1,88
Curse of the Phoenix (2014), Horror,2014/01/01,UK,6.2,92
Holy Hell (2015), Action| Comedy| Horror,2015/08/27,USA,6.9,89
Volumes of Blood: Horror Stories (2016), Horror,2016/10/29,USA,4.8,118
Strip Mahjong: Battle Royale (2011), Horror| Thriller,2012/09/25,USA,5.1,77
Evil Things (2012), Horror,2013/01/30,Italy,3.5,94
Mountain Devil (2017), Horror,2017/01/17,USA,3.2,80
Huff (2013), Horror| Thriller,2013/04/05,USA,3.2,92
Unlucky Charms (2013), Fantasy| Horror,2013/07/22,USA,4.2,80
Cold Ground (2017), Horror| Mystery| Sci-Fi,2017/01/01,France,7.1,86
Snow White: A Deadly Summer (2012), Horror,2012/03/16,USA,2.2,83
Dolly Deadly (2016), Comedy| Drama| Horror,2016/08/23,USA,6,82
Brides to Be (2016), Drama| Horror| Romance| Thriller,2016/07/01,USA,6.3,82
Swamp Ape (2017), Adventure| Comedy| Horror| Thriller,2017/01/01,USA,5,59
Blood Shed (2014), Horror,2014/03/04,USA,2.9,94
Hunters (2016), Horror,2016/06/24,USA,3.4,-1
The Quiet Ones (2010), Drama| Horror| Thriller,2012/05/08,USA,5.7,-1
Buzzard (2014), Comedy| Drama| Horror,2015/03/06,USA,6.4,97
The Night Visitor (2013), Horror| Sci-Fi| Thriller,2015/09/22,USA,4.8,91
Ballet of Blood (2015), Horror,2016/03/01,USA,2.6,98
Sick: Survive the Night (2012), Horror| Sci-Fi,2015/01/30,Germany,2.9,95
Paranormal Activity Security Squad (2016), Comedy| Horror,2016/02/13,USA,5.8,-1
American Guinea Pig: Bloodshock (2015), Horror,2016/01/01,USA,5.5,98
The Strangers (2012), Action| Drama| Horror| Thriller,2012/12/25,Philippines,6,-1
First House on the Hill (2017), Horror,2017/10/31,USA,-1,85
Toolbox Murders 2 (2013), Horror,2015/08/04,USA,3.1,95
We Are Monsters (2015), Drama| Horror| Thriller,2015/05/01,Spain,3.2,78
Nosferatu vs. Father Pipecock & Sister Funk (2014), Adventure| Comedy| Fantasy| Horror| Sci-Fi,2014/03/09,Canada,2.4,134
Boots on the Ground (2017), Horror,2017/08/26,UK,8,86
Hooked Up (2013), Comedy| Horror| Thriller,2014/10/09,USA,4,78
Horror House (2012), Horror,2012/10/14,USA,5.1,88
Medusa (2015), Horror| Sci-Fi| Thriller,2015/10/02,USA,6.8,-1
Wax (2014), Horror,2014/10/31,USA,3.9,-1
Jonah Lives (2015), Drama| Horror| Thriller,2015/09/18,USA,3.2,94
Model Hunger (2016), Horror,2016/01/01,USA,5.4,-1
Self Storage (2013), Horror,2013/09/17,USA,3.2,93
The Vatican Exorcisms (2013), Horror,2013/08/14,Philippines,2.5,76
Monster X (2017), Horror,2017/03/01,USA,4.6,-1
Groundhog (2017), Comedy| Horror,2017/02/03,USA,8.9,-1
Candie's Harem (2015), Horror| Mystery,2015/05/15,USA,8.3,105
Black Ghosts (2015), Horror| Mystery,2015/08/08,Sweden,-1,-1
Monsterland (2016), Fantasy| Horror| Thriller,2016/06/07,USA,4.6,108
The Goblin (2017), Fantasy| Horror| Thriller,2017/09/01,USA,-1,63
Antihuman (2017), Horror| Sci-Fi,2017/10/17,USA,-1,112
In a Lonely Place (2016), Horror,2016/10/13,Italy,6.2,-1
Greatful Dead (2013), Horror,2015/01/26,UK,6.5,97
Wang Fam (2015), Comedy| Horror,2015/11/18,Philippines,8.2,110
Delirium (2015), Horror,2016/03/26,Philippines,3,81
8989 Redstone (2016), Horror,2016/07/08,USA,4.9,80
Don't Grow Up (2015), Drama| Horror| Sci-Fi,2015/12/16,France,4.5,81
Milwood (2013), Drama| Horror| Mystery| Thriller,2013/10/01,USA,3.1,90
The Dead Matter (2010), Fantasy| Horror,2013/07/03,Russia,3.4,-1
Mona_Darling (2017), Horror| Thriller,2017/02/24,India,5.4,109
The Cohasset Snuff Film (2012), Crime| Horror| Thriller,2012/10/31,USA,5.3,85
House of Forbidden Secrets (2013), Drama| Horror| Thriller,2013/10/15,USA,5.5,98
Inside Scarlett (2016), Comedy| Drama| Horror| Thriller,2016/04/21,USA,5.4,89
Granny of the Dead (2017), Comedy| Horror,2017/07/14,USA,3.4,83
ErOddity(s) 2 (2015), Drama| Horror| Sci-Fi,2015/11/24,USA,4.7,94
Hunger Unholy (2013), Horror| Thriller,2013/11/02,USA,7.2,67
Asura (2012), Animation| History| Horror,2012/09/29,Japan,6.7,76
Demon Baby (2014), Horror| Thriller,2015/06/02,USA,3,70
The Interior (2015), Comedy| Crime| Drama| Horror| Thriller,2016/07/12,Canada,4.5,80
Bunny the Killer Thing (2015), Action| Comedy| Horror,2015/11/06,Finland,4.4,88
Innocent Curse (2017), Horror,2017/06/17,Japan,5.1,111
Ajin Part 3: Shougeki (2016), Animation| Adventure| Horror,2016/09/23,Japan,8.2,-1
