Title,Genres,Release Date,Release Country,Review Rating,Movie Run Time
90210 Shark Attack (2014), Drama| Horror| Sci-Fi,1-Oct-14,USA,1.9,75 min
Frost (2012), Horror| Sci-Fi| Thriller,10-Oct-13,USA,3.7,79 min
RWD (2015), Horror| Sci-Fi| Thriller,14-Oct-16,USA,4.5,77 min
Collar (2014), Horror,31-May-14,USA,4.7,89 min
My Bloody Banjo (2015), Comedy| Fantasy| Horror,16-Oct-15,USA,5.9,82 min
American Weapon (2014), Horror| Thriller,16-Jan-14,Germany,2.4,
Purgatorio (2014), Horror| Thriller,4-Apr-14,Spain,5,79 min
Don't Click (2012), Crime| Horror| Mystery| Thriller,30-May-12,South Korea,4.7,93 min
Last Girl (2013), Horror| Thriller,16-Jan-13,USA,4.1,81 min
Hard Labor (2011), Drama| Horror,30-Oct-15,USA,6.6,99 min
Khamoshiyan (2015), Drama| Horror,30-Jan-15,India,4,122 min
Chyornaya voda (2017), Drama| Horror,13-Jul-17,Russia,5.4,113 min
Rise of the Zombie (2013), Drama| Horror| Thriller,5-Apr-13,India,4.3,86 min
The Hanover House (2014), Horror| Thriller,9-May-14,USA,6,73 min
Sobre tus huellas (2017), Horror,10-Aug-17,Mexico,,
Deer Crossing (2012), Crime| Drama| Horror| Thriller,25-Sep-12,USA,3.2,110 min
Buddy Hutchins (2015), Horror| Thriller,20-Nov-15,Germany,3.6,98 min
Primal Shift (2015), Horror| Mystery| Thriller,24-Mar-16,Germany,4.2,95 min
6 Days Dark (2014), Horror,20-Nov-15,USA,4.1,90 min
Union Furnace (2015), Horror| Thriller,17-Jul-15,USA,6.6,89 min
Case#13 (2014), Horror,17-Oct-14,USA,,86 min
The Devil Complex (2016), Horror| Thriller,11-Oct-16,USA,4,79 min
Sivalinga (2017), Horror,14-Apr-17,India,4.8,156 min
Haunting in Japan (2016), Comedy| Horror,7-Jul-16,Singapore,5.4,95 min
Siembamba (2017), Horror,2017,South Africa,,
Cell Count (2012), Horror| Sci-Fi| Thriller,16-Dec-15,USA,3.7,96 min
Vlad's legacy (2016), Horror,11-Jul-16,Turkey,5.3,
The Rambler (2013), Comedy| Drama| Horror| Mystery,21-Jan-13,USA,4.8,97 min
El-Cin (2013), Drama| Fantasy| Horror,5-Apr-13,Turkey,5.7,106 min
They Will Outlive Us All (2013), Comedy| Horror| Sci-Fi,5-Oct-13,USA,5.2,73 min
The Bride (2015), Horror| Thriller,20-Aug-15,Taiwan,5.2,88 min
American Burger (2014), Comedy| Horror,17-Oct-14,Sweden,4.4,78 min
Do You Believe? (2017), Fantasy| Horror,9-Sep-17,USA,,
Doctor Spine (2015), Comedy| Horror,13-Sep-15,USA,5.9,102 min
The Trace We Leave Behind (2017), Horror| Mystery| Thriller,18-May-17,Brazil,6,90 min
Berlin: Part 1 (2016), Fantasy| Horror| Mystery| Sci-Fi| Thriller,23-Sep-16,USA,7.5,74 min
The Dead 2: India (2013), Horror,10-Jan-15,Japan,5.2,98 min
Prom Ride (2015), Horror| Thriller,24-Apr-15,USA,3.4,86 min
The Z Effect (2016), Horror| Thriller,13-Sep-17,UK,4,87 min
Of Silence (2014), Drama| Horror| Sci-Fi| Thriller,14-Jan-14,USA,3.2,
Cult (2013), Horror,13-Mar-14,Peru,5.3,84 min
Saint Dracula 3D (2012), Horror| Romance| Thriller,23-Nov-12,USA,3,120 min
The Happy House (2013), Comedy| Horror,3-May-13,USA,4.4,81 min
Two Faced (2017), Horror,2017,USA,,
Panzer Chocolate (2013), Horror| Mystery,22-Nov-13,Spain,4.3,84 min
Skeleton Krew (2015), Horror,10-Sep-15,Ireland,2.4,
Aaaah (2014), Adventure| Horror| Thriller,28-Nov-14,India,5.7,138 min
The Unbidden (2016), Horror| Mystery| Thriller,22-Apr-16,USA,3,84 min
Spo0K (2013), Horror,1-Jan-15,Canada,4.5,103 min
Eaters (2015), Horror,6-Oct-15,USA,2.7,
The Black Death (2015), Horror,14-May-15,Thailand,5.2,84 min
Luciferous (2015), Drama| Horror| Thriller,5-Apr-16,USA,4,90 min
Aksbandh (2016), Horror| Mystery| Thriller,20-May-16,Pakistan,7.4,
Abduction (2017), Action| Comedy| Drama| Fantasy| Horror| Sci-Fi| Thriller,28-Jun-17,USA,3.1,90 min
Darling (2015), Comedy| Horror,15-Jan-15,India,6.1,126 min
Killer Party (2014), Comedy| Horror,1-Aug-16,USA,6.9,80 min
Smokehouse (2017), Horror,30-Oct-17,USA,,
After the Dawn (2012), Action| Drama| Horror| Sci-Fi| Thriller,2012,USA,3.6,89 min
Phantasmagoria (2014), Fantasy| Horror| Mystery| Thriller,20-Sep-14,USA,4.2,80 min
Laundry Man (2016), Horror,1-Jan-17,USA,4.2,111 min
Children of Sorrow (2012), Horror,6-Oct-12,USA,4.3,88 min
The Slender Man (2013), Horror,18-Feb-13,USA,3.8,78 min
Proof of the Devil (2014), Horror,10-Feb-15,USA,3,75 min
Stop Over in Hell (2016), Crime| Horror| Thriller| Western,9-Oct-16,Spain,6.3,92 min
Interstelar (2014), Comedy| Horror| Sci-Fi,2-Nov-14,Russia,7,48 min
"Fear Town, USA (2014)", Comedy| Horror,2014,USA,5.5,92 min
American Beast (2014), Comedy| Horror| Mystery| Thriller,1-Oct-14,USA,4.7,89 min
Zombie Dawn (2011), Horror| War,20-Apr-12,USA,3.2,83 min
Are We Not Cats (2016), Comedy| Horror| Romance,14-Oct-16,USA,6.8,78 min
UFO: It Is Here (2016), Horror| Sci-Fi,28-Oct-16,Germany,3.4,83 min
The Noise (2015), Horror,20-Aug-15,Malaysia,5.7,96 min
Dead Girls (2014), Horror| Thriller,2014,USA,3.5,91 min
Radio Silence (2012), Horror| Thriller,5-Oct-12,USA,5.1,95 min
Zombie Isle (2014), Horror,7-Oct-14,USA,2.7,
Apollyon (2017), Horror| Mystery| Thriller,13-Oct-17,USA,6.5,
Infected (2013), Action| Horror| Sci-Fi,9-Jun-15,USA,3.8,116 min
Nobody Gets Out Alive (2012), Horror| Thriller,27-Oct-12,USA,3.2,77 min
Other Halves (2015), Comedy| Horror| Sci-Fi| Thriller,2016,USA,3.5,90 min
Girls (2016), Horror| Thriller,28-Oct-16,India,3.2,132 min
Solid State (2012), Action| Horror| Sci-Fi,2-Feb-13,Japan,2.4,90 min
Shake Rattle & Roll XV (2014), Horror,25-Dec-14,Philippines,6.1,130 min
Haunted (2013), Horror,21-Oct-13,USA,3.7,90 min
The Ouija Possession (2016), Horror,13-Dec-16,USA,2.2,95 min
Dust Up (2012), Action| Adventure| Comedy| Horror| Thriller| Western,28-Sep-12,USA,4.9,94 min
Messenger of Wrath (2017), Horror| Thriller,8-Sep-17,USA,,
Little Big Boy (2012), Comedy| Horror,21-Aug-12,USA,4.6,
The Curse of All Hallows' Eve (2017), Horror,2017,USA,,
Devil's Mile (2014), Action| Crime| Horror,12-Aug-14,USA,3.7,88 min
Evil Never Dies (2014), Horror| Thriller,13-Jan-14,UK,4.3,73 min
Jattu Engineer (2017), Comedy| Crime| Drama| Horror,19-May-17,India,6.6,139 min
Feng Shui 2 (2014), Horror| Mystery| Thriller,25-Dec-14,Philippines,4.8,100 min
The Pyramid (2013), Horror,19-Jul-13,USA,5.8,90 min
Dead Within (2014), Drama| Horror| Thriller,9-Sep-14,USA,3.9,91 min
Tiktik: The Aswang Chronicles (2012), Action| Comedy| Horror,17-Oct-12,Philippines,5.5,102 min
The Devil Lives Here (2015), Fantasy| Horror| Thriller,28-Jul-16,Brazil,5.4,80 min
Fangboner (2015), Comedy| Horror,25-Sep-15,USA,5.7,90 min
Kalam (2016), Drama| Horror| Mystery| Thriller,29-Apr-16,India,6.6,97 min
Another Yeti a Love Story: Life on the Streets (2017), Comedy| Horror,14-Feb-17,USA,5.1,77 min
Blood Runs Cold (2011), Horror,2-Jul-13,USA,4.1,80 min
Monster Pool: Chapter Two (2016), Horror,23-Oct-16,Canada,7.1,97 min
Norway (2014), Comedy| Drama| Fantasy| Horror,3-Jan-15,Greece,5.6,73 min
Braxton Butcher (2015), Horror| Mystery| Thriller,3-Jul-17,UK,7,111 min
Bloodsucka Jones (2013), Comedy| Horror,7-Sep-14,USA,5.3,107 min
Tales from the Campfire (2017), Horror,18-Oct-17,Canada,9,80 min
Fridge (2012), Horror,19-Sep-12,Philippines,4.3,90 min
Monsters Among Men (2017), Action| Horror| Thriller,2017,USA,,96 min
The Dead the Damned and the Darkness (2014), Action| Horror| Thriller,7-Oct-14,USA,3,90 min
Sowkarpettai (2016), Horror| Thriller,4-Mar-16,India,2.6,91 min
Conspiracy Theory (2016), Horror| Thriller,29-Jan-16,USA,4.1,79 min
Net I Die (2017), Horror| Thriller,17-Aug-17,Thailand,1.7,86 min
Compulsión (2017), Crime| Horror| Thriller,29-Sep-17,Germany,8.2,71 min
The Quarantine Hauntings (2015), Horror| Thriller,26-Jan-15,Australia,2.8,81 min
KILD TV (2016), Horror| Thriller,1-Mar-16,USA,5.9,100 min
Orcs! (2011), Action| Comedy| Fantasy| Horror,5-Sep-14,USA,3.6,78 min
Exorcist (2015), Horror| Thriller,20-Aug-15,South Korea,5.8,105 min
Against the Night (2017), Horror| Mystery| Thriller,15-Sep-17,USA,6.8,85 min
Fun Size Horror: Volume Two (2015), Horror| Thriller,1-Oct-15,USA,5.9,74 min
The Encounter (2015), Horror| Sci-Fi,2-Jun-15,USA,3.4,85 min
Ebola Zombies (2015), Horror,23-Mar-15,USA,2.8,90 min
The Snow Queen (2013), Action| Adventure| Fantasy| Horror| Sci-Fi,19-Nov-13,Germany,2.6,90 min
Female Werewolf (2015), Horror,2015,USA,2.6,65 min
Infliction (2014), Horror,16-Mar-14,USA,6.9,100 min
She Was So Pretty (2016), Horror,24-Jun-16,USA,4,
Ghostline (2015), Horror| Thriller,6-Oct-15,USA,3.5,85 min
Gas Light (2016), Horror| Mystery| Thriller,2016,USA,8.6,80 min
The Amityville Legacy (2016), Horror,7-Jun-16,USA,3.2,66 min
Sheitaan (2017), Horror,13-Oct-17,India,,
Interstelar 2: Operation Terra 2040 (2016), Action| Comedy| Horror| Sci-Fi,9-May-16,USA,1.6,49 min
Psychophonia (2016), Crime| Drama| Horror| Mystery| Sci-Fi| Thriller,7-Oct-16,Spain,7.8,
The Sadist (2015), Action| Horror| Mystery| Thriller,26-Jun-15,USA,4.6,76 min
After Dark (2013), Horror| Thriller,3-Feb-15,USA,4.2,87 min
Ten (2014), Adventure| Horror| Mystery| Thriller,2014,USA,5.8,83 min
Ascent to Hell (2014), History| Horror| Thriller,14-Mar-17,USA,5.1,90 min
How to Save Us (2014), Drama| Fantasy| Horror,5-Jun-15,USA,6,78 min
Slasher House 2 (2016), Action| Horror| Thriller,31-Oct-16,UK,5.6,95 min
Shock Value (2014), Comedy| Horror,1-Aug-14,USA,5.6,91 min
Zombie 108 (2012), Horror| Sci-Fi,29-Sep-12,Japan,3.4,
Head Cases: Serial Killers in the Delaware Valley (2013), Horror| Mystery,28-Sep-13,USA,4.3,110 min
Axeman (2013), Horror,14-Feb-13,USA,3.2,105 min
The Oatmeal Man (2014), Comedy| Horror| Sci-Fi| Thriller,19-Oct-14,USA,4.5,81 min
Sumpahan kum kum (2012), Horror,26-Jan-12,Malaysia,8.9,88 min
Five Nights at Freddy's: The Fan Film (2016), Animation| Drama| Horror,13-Sep-16,USA,7,
Shockwave (2016), Horror| Mystery| Thriller,1-Jan-16,USA,7.8,88 min
Last Breath (2010), Horror,12-Apr-12,USA,3.9,
A Blood Story (2015), Horror,9-Jun-15,USA,3.9,85 min
Valley of the Witch (2014), Horror,13-Jan-15,USA,5,90 min
Encounter (2016), Horror,5-Apr-16,USA,3.8,85 min
Blood Runs Thick (2017), Horror,30-Oct-17,USA,,
Lizzie (2012), Horror| Thriller,10-Sep-13,USA,2.5,86 min
Catalina (2016), Horror,1-Dec-16,USA,3.3,45 min
When Black Birds Fly (2016), Animation| Horror| Mystery| Sci-Fi,15-Jan-16,USA,6,105 min
Dracula: Reborn (2012), Horror,1-Oct-12,USA,3.5,88 min
She Wolf Rising (2016), Horror,1-Jan-16,USA,3.3,91 min
El Habitante (2017), Horror,2017,Mexico,,93 min
The Cemetery (2013), Horror,12-Jan-13,USA,4,85 min
Forest of the Vampire (2016), Horror,26-May-16,Romania,2.9,71 min
Caesar and Otto's Paranormal Halloween (2015), Comedy| Horror,6-Oct-15,USA,5.6,89 min
Blood Sombrero (2016), Action| Comedy| Fantasy| Horror,6-Apr-16,USA,4.3,86 min
Pinup Dolls on Ice (2013), Horror,2014,USA,3.9,
Kill or be Killed (2017), Drama| Horror| Thriller,27-Sep-17,UK,,
B.C. Butcher (2016), Horror,8-Jan-16,USA,3.4,51 min
Hell Fire (2015), Horror,6-Jan-15,USA,3.6,93 min
The Hunted (2015), Action| Comedy| Horror| Thriller,9-May-15,UK,6.8,90 min
4426 (2016), Horror,18-Oct-16,Maldives,7.8,150 min
You Better Watch Out! (2013), Horror,20-Jun-13,USA,8,95 min
Poltergeist Activity (2015), Horror,25-Jul-15,USA,3.3,84 min
Z.A.N. (2017), Fantasy| Horror| Sci-Fi,15-Sep-17,USA,5,95 min
"Asylum, the Lost Footage (2013)", Horror,19-Oct-13,USA,4.8,70 min
Election Night (2017), Horror| Thriller,13-Oct-17,USA,,74 min
Dead Men Tell No Tales (2016), Horror,22-Apr-16,USA,8.4,
Rape Zombie: Lust of the Dead 3 (2013), Horror,8-Apr-14,USA,4.1,68 min
Miruthan (2016), Action| Horror,19-Feb-16,USA,6.2,106 min
Vamp Bikers Tres (2016), Horror,13-Dec-16,USA,7.2,
The Conduit (2016), Horror| Thriller,12-Apr-16,USA,3.5,101 min
Visceral: Entre las cuerdas de la locura (2012), Horror,29-Nov-12,Chile,5.4,69 min
Morbid (2013), Horror,8-Sep-13,USA,5.2,
The Ecstasy of Isabel Mann (2012), Horror,19-Apr-16,USA,4.7,90 min
The Forbidden Girl (2013), Fantasy| Horror| Mystery,7-Feb-13,Germany,3.5,106 min
Üç Harfliler 3: Karabüyü (2016), Horror,1-Jul-16,Turkey,7.4,
Jack Lantern (2017), Horror,21-Oct-17,USA,,
Gilgamesh (2014), Drama| Fantasy| Horror| Sci-Fi,20-Nov-14,USA,5.4,103 min
The Dooms Chapel Horror (2016), Horror| Mystery| Thriller,14-Jun-16,USA,3.6,94 min
Perfidy (2014), Drama| Fantasy| Horror,2-Oct-14,Mexico,2.9,73 min
Angry Nazi Zombies (2012), Horror| War,13-Aug-12,UK,2.3,
Nailbiter (2013), Horror,28-May-13,USA,4.3,82 min
The Burning Dead (2015), Horror,21-Jul-15,Germany,2.2,82 min
The Chrysalis (2012), Drama| Horror| Mystery| Romance| Thriller,1-Jun-12,China,5.5,96 min
Rebound (2014), Horror| Mystery| Thriller,23-Jun-14,USA,4.6,84 min
Aake (2017), Horror| Mystery| Thriller,30-Jun-17,India,7.9,132 min
Eddie: The Sleepwalking Cannibal (2012), Comedy| Horror,5-Apr-13,USA,5.7,90 min
The Device (2014), Horror| Sci-Fi| Thriller,27-Sep-14,USA,3.1,90 min
Recovery (2017), Horror,2017,USA,,
Raiders of the Lost Shark (2015), Action| Horror| Sci-Fi,19-May-15,USA,1.6,71 min
Amityville: No Escape (2016), Horror,5-Aug-16,USA,4,78 min
Stab 6: Ghostface Returns (2012), Horror,31-Oct-12,USA,7.5,105 min
Encounters (2014), Horror| Mystery| Sci-Fi,30-Oct-14,Denmark,4.7,95 min
Colour from the Dark (2008), Horror,9-Mar-12,Italy,4.7,92 min
The Mooring (2012), Horror| Thriller,19-Feb-13,USA,4.4,90 min
Butter on the Latch (2013), Drama| Fantasy| Horror,13-Sep-13,USA,5.4,72 min
Lucifer (2017), Horror,7-Jan-17,Turkey,,
Horror Stories (2012), Horror,25-Jul-12,South Korea,5.7,108 min
Dark Awakening (2014), Horror| Mystery| Thriller,17-Jul-15,USA,4.4,95 min
The Evangelist (2017), Horror| Thriller,9-May-17,USA,3.4,77 min
The Ghostmaker (2012), Horror| Sci-Fi| Thriller,29-Nov-12,Germany,4.9,91 min
Séance (2006), Horror,14-Aug-13,Philippines,4.7,88 min
Writers Retreat (2015), Drama| Horror| Thriller,16-Oct-15,Spain,5.7,
Vamperifica (2012), Comedy| Horror,18-Oct-12,USA,3.7,99 min
Perdidos (2014), Horror,1-Oct-15,Mexico,4.2,93 min
Bloodshot (2014), Horror| Mystery| Romance,26-Dec-14,UK,4,106 min
Secreto Matusita (2014), Horror,18-Sep-14,Peru,5.2,77 min
Blood Woods (2017), Horror,26-Oct-17,UK,,
México Bárbaro II (2017), Horror,27-May-17,Brazil,5.5,
Maria Leonora Teresa (2014), Drama| Horror| Thriller,17-Sep-14,Philippines,5.9,
Munafik (2016), Horror,25-Feb-16,Malaysia,7.3,
Animus (2013), Horror| Thriller,26-Mar-13,USA,2.9,83 min
Threshold (2017), Drama| Horror| Thriller,2017,USA,,98 min
Dark Hearts (2014), Horror| Thriller,20-Nov-14,USA,7.9,180 min
The Secret Village (2013), Horror| Mystery| Thriller,18-Oct-13,USA,2.4,89 min
Saansein: The Last Breath (2016), Horror| Romance,25-Nov-16,India,3.9,101 min
Wolf House (2016), Horror,2016,USA,2.8,
House in the Alley (2012), Horror,14-Feb-12,Vietnam,6.3,93 min
The Hospital 2 (2015), Horror,26-Sep-15,USA,1.9,120 min
The Brides of Sodom (2013), Fantasy| Horror| Sci-Fi| Thriller,29-Jan-13,USA,2.6,89 min
Speak No Evil (2013), Horror,8-Oct-15,Brazil,3.7,74 min
Raised by Wolves (2014), Horror,18-Aug-14,UK,3.8,76 min
Feed the Gods (2014), Adventure| Drama| Horror| Thriller,25-Nov-14,USA,3.6,84 min
Ditch Day Massacre (2016), Horror| Thriller,2016,USA,3.3,77 min
Phantom of the Theatre (2016), Fantasy| Horror| Mystery| Thriller,29-Apr-16,China,5.1,103 min
The Red House (2014), Drama| Horror| Thriller,7-Oct-14,USA,3.7,88 min
Zombie Fight Club (2014), Action| Horror,23-Oct-14,Hong Kong,4,95 min
Soul to Keep (2017), Horror| Thriller,2017,USA,,97 min
Worm (2013), Horror| Romance| Sci-Fi,11-Jan-16,USA,6.2,93 min
Devoured (2012), Drama| Horror| Thriller,2-Sep-14,USA,5.4,89 min
Daddy Issues (2012), Horror,6-Apr-12,UK,,91 min
Cryptic Plasm (2015), Horror,16-Oct-15,USA,5.9,
It's in the Blood (2012), Drama| Horror| Thriller,28-Jan-12,USA,4.6,81 min
Kanchana 2 (2015), Comedy| Horror| Romance,17-Apr-15,India,5.7,166 min
Haunted Maze (2017), Horror| Thriller,1-Jan-17,USA,4.4,88 min
205: Room of Fear (2011), Drama| Horror,4-Apr-13,Germany,5.2,104 min
Drowning (2017), Crime| Drama| Horror| Thriller,15-Mar-17,USA,7.4,
The Revenant (2012), Horror,5-Feb-13,USA,6.5,80 min
Empress of the Evil Dead (2012), Action| Fantasy| Horror| Musical| Thriller,27-Apr-12,USA,4.9,89 min
The Death of April (2012), Horror| Mystery,9-Oct-12,USA,4.9,90 min
Infernal (2015), Horror,10-Apr-15,USA,3.2,99 min
Mansion of Blood (2015), Horror,15-Jul-15,USA,4.8,98 min
Love in the Time of Monsters (2014), Comedy| Horror,8-Mar-14,USA,5.5,97 min
Judas Ghost (2013), Fantasy| Horror,10-Nov-13,USA,4.8,75 min
Torture Chamber (2013), Horror,5-Feb-15,Netherlands,3.1,90 min
Realms (2017), Horror| Mystery,2017,Thailand,,
The Lorelei (2016), Drama| Horror| Mystery,1-Oct-16,USA,5.1,105 min
Zombie (2017), Horror,31-Oct-17,UK,,
Cementerio General (2013), Horror,25-Jul-13,Peru,3.7,88 min
The Shades (2016), Horror| Thriller,15-Mar-16,USA,7.3,
The Trick or Treaters (2016), Horror,2016,Canada,5.4,88 min
Alicia's Dream (2017), Drama| Horror| Mystery| Romance| Thriller,22-Sep-17,Mexico,3.9,77 min
Love Bite (2012), Comedy| Horror,9-Nov-12,UK,4.5,91 min
Dabbe: Zehr-i Cin (2014), Horror,12-Sep-14,Turkey,6.4,133 min
Dora (2017), Horror,3-Mar-17,India,5.5,139 min
Unknown Project (2013), Horror| Mystery| Sci-Fi| Thriller,24-Oct-13,USA,6.7,80 min
Private Number (2014), Horror| Mystery| Thriller,1-May-15,USA,4.7,95 min
Sadistic Eroticism (2012), Comedy| Drama| Horror| Thriller,15-Dec-15,USA,7,
The Channel (2016), Drama| Horror| Thriller,18-Mar-16,USA,3.5,93 min
Nenjam Marappathillai (2017), Horror,30-Jun-17,India,,
Book of Fire (2015), Action| Horror,22-Nov-15,USA,5.8,
Rape Zombie: Lust of the Dead (2012), Horror,10-Sep-13,USA,3.9,73 min
The Healing (2012), Horror| Mystery| Thriller,25-Jul-12,Philippines,6.4,107 min
Bath Salt Zombies (2013), Horror,19-Feb-13,USA,3.1,70 min
Blessed Are the Children (2016), Drama| Horror| Thriller,5-Nov-16,USA,7.7,
The Basement (2015), Horror,16-Oct-15,USA,7.8,90 min
Firegate (2016), Adventure| Fantasy| Horror| Mystery| Thriller,20-Sep-17,Indonesia,6.8,113 min
Riddle Room (2016), Horror,16-Feb-16,USA,3.1,
Monsters in the Woods (2012), Horror,11-Feb-12,USA,2.2,
Blood Widow (2014), Horror,30-Jul-14,Philippines,2.9,84 min
MSG 2 the Messenger (2015), Comedy| Drama| Fantasy| Horror,18-Sep-15,India,7.5,134 min
Siccîn (2014), Horror,26-Sep-14,Turkey,6.4,96 min
The Family (2011), Horror| Thriller,12-Nov-13,USA,5.1,88 min
Curse of the Phoenix (2014), Horror,2014,UK,6.2,92 min
Holy Hell (2015), Action| Comedy| Horror,27-Aug-15,USA,6.9,89 min
Volumes of Blood: Horror Stories (2016), Horror,29-Oct-16,USA,4.8,118 min
Strip Mahjong: Battle Royale (2011), Horror| Thriller,25-Sep-12,USA,5.1,77 min
Evil Things (2012), Horror,30-Jan-13,Italy,3.5,94 min
Mountain Devil (2017), Horror,17-Jan-17,USA,3.2,80 min
Huff (2013), Horror| Thriller,5-Apr-13,USA,3.2,92 min
Unlucky Charms (2013), Fantasy| Horror,22-Jul-13,USA,4.2,80 min
Cold Ground (2017), Horror| Mystery| Sci-Fi,2017,France,7.1,86 min
Snow White: A Deadly Summer (2012), Horror,16-Mar-12,USA,2.2,83 min
Dolly Deadly (2016), Comedy| Drama| Horror,23-Aug-16,USA,6,82 min
Brides to Be (2016), Drama| Horror| Romance| Thriller,1-Jul-16,USA,6.3,82 min
Swamp Ape (2017), Adventure| Comedy| Horror| Thriller,1-Jan-17,USA,5,59 min
Blood Shed (2014), Horror,4-Mar-14,USA,2.9,94 min
Hunters (2016), Horror,24-Jun-16,USA,3.4,
The Quiet Ones (2010), Drama| Horror| Thriller,8-May-12,USA,5.7,
Buzzard (2014), Comedy| Drama| Horror,6-Mar-15,USA,6.4,97 min
The Night Visitor (2013), Horror| Sci-Fi| Thriller,22-Sep-15,USA,4.8,91 min
Ballet of Blood (2015), Horror,1-Mar-16,USA,2.6,98 min
Sick: Survive the Night (2012), Horror| Sci-Fi,30-Jan-15,Germany,2.9,95 min
Paranormal Activity Security Squad (2016), Comedy| Horror,13-Feb-16,USA,5.8,
American Guinea Pig: Bloodshock (2015), Horror,1-Jan-16,USA,5.5,98 min
The Strangers (2012), Action| Drama| Horror| Thriller,25-Dec-12,Philippines,6,
First House on the Hill (2017), Horror,31-Oct-17,USA,,85 min
Toolbox Murders 2 (2013), Horror,4-Aug-15,USA,3.1,95 min
We Are Monsters (2015), Drama| Horror| Thriller,1-May-15,Spain,3.2,78 min
Nosferatu vs. Father Pipecock & Sister Funk (2014), Adventure| Comedy| Fantasy| Horror| Sci-Fi,9-Mar-14,Canada,2.4,134 min
Boots on the Ground (2017), Horror,26-Aug-17,UK,8,86 min
Hooked Up (2013), Comedy| Horror| Thriller,9-Oct-14,USA,4,78 min
Horror House (2012), Horror,14-Oct-12,USA,5.1,88 min
Medusa (2015), Horror| Sci-Fi| Thriller,2-Oct-15,USA,6.8,
Wax (2014), Horror,31-Oct-14,USA,3.9,
Jonah Lives (2015), Drama| Horror| Thriller,18-Sep-15,USA,3.2,94 min
Model Hunger (2016), Horror,2016,USA,5.4,
Self Storage (2013), Horror,17-Sep-13,USA,3.2,93 min
The Vatican Exorcisms (2013), Horror,14-Aug-13,Philippines,2.5,76 min
Monster X (2017), Horror,1-Mar-17,USA,4.6,
Groundhog (2017), Comedy| Horror,3-Feb-17,USA,8.9,
Candie's Harem (2015), Horror| Mystery,15-May-15,USA,8.3,105 min
Black Ghosts (2015), Horror| Mystery,8-Aug-15,Sweden,,
Monsterland (2016), Fantasy| Horror| Thriller,7-Jun-16,USA,4.6,108 min
The Goblin (2017), Fantasy| Horror| Thriller,1-Sep-17,USA,,63 min
Antihuman (2017), Horror| Sci-Fi,17-Oct-17,USA,,112 min
In a Lonely Place (2016), Horror,13-Oct-16,Italy,6.2,
Greatful Dead (2013), Horror,26-Jan-15,UK,6.5,97 min
Wang Fam (2015), Comedy| Horror,18-Nov-15,Philippines,8.2,110 min
Delirium (2015), Horror,26-Mar-16,Philippines,3,81 min
8989 Redstone (2016), Horror,8-Jul-16,USA,4.9,80 min
Don't Grow Up (2015), Drama| Horror| Sci-Fi,16-Dec-15,France,4.5,81 min
Milwood (2013), Drama| Horror| Mystery| Thriller,1-Oct-13,USA,3.1,90 min
The Dead Matter (2010), Fantasy| Horror,3-Jul-13,Russia,3.4,
Mona_Darling (2017), Horror| Thriller,24-Feb-17,India,5.4,109 min
The Cohasset Snuff Film (2012), Crime| Horror| Thriller,31-Oct-12,USA,5.3,85 min
House of Forbidden Secrets (2013), Drama| Horror| Thriller,15-Oct-13,USA,5.5,98 min
Inside Scarlett (2016), Comedy| Drama| Horror| Thriller,21-Apr-16,USA,5.4,89 min
